"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository"
"74.51.4367","False","True",321382,"Ancient Near Eastern Art","Stamp seal","Loop-handled conoid seal","Cypriot","Late Cypriot III (?)","","","","","","","","","","","","","ca. 12th�11th century B.C. (?)",-1200,-1000,"Steatite, black","Seal Face: 2.78 x 2.49 cm
Height: 2.5 cm
String Hole: 0.4-.5 cm","The Cesnola Collection, Purchased by subscription, 1874�76","","","","","","Cyprus","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321382","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
